'tweet_id';'source_user_id';'target_user_id'
561936963776028672;2422835327;158336392
561936966178975744;2763356618;97467741
561936970805698560;2902900929;2932299777
561936972143689728;2823138520;74453123
561936972143689728;2823138520;319086427
561936972076548096;858244567;2932299777
561936971854262274;2915207201;2991702509
561936973401972736;460508895;2932299777
561936974601523200;2526639690;2932299777
561936975750791169;185768497;2932299777
561936976895836161;966913958;2932299777
561936977311047680;266533332;107664117
561936977311047680;266533332;193091435
561936977311047680;266533332;266533332
561936977311047680;266533332;209116125
561936977311047680;266533332;2288138575
561936979450138625;2178533142;2932299777
561936980721012736;2358412206;2932299777
561936981694099456;2393054522;278550360
561936981694099456;2393054522;215659070
561936981694099456;2393054522;62334052
561936982667177985;113234750;54713891
561936982667177985;113234750;106392750
561936984403636224;141964108;535707261
561936984403636224;141964108;51128250
561936985129222145;2944720337;2932299777
561936986462638080;954138720;2932299777
561936995069726721;457534773;460297309
561936995069726721;457534773;158342368
561936995069726721;457534773;2702947618
561936995166191616;2790594614;2932299777
561936995963117568;185752884;246944198
561936996604837889;2753075374;2932299777
561936998873968640;2726710611;124172948
561937001482817536;1347812438;576711722
561937002149724160;455333409;2932299777
561937003038920706;1342369176;1308009362
561937003470925825;163900096;2932299777
561937003806474240;1438647984;110832518
561937003806474240;1438647984;108505438
561937003806474240;1438647984;128262354
561937004708265985;2919086591;2932299777
561937005744226304;212683032;2932299777
561937006809579520;760958125;2932299777
561937007585558529;139235664;158336392
561937007585558529;139235664;2273442859
561937008038543361;1607133829;2932299777
561937009288413186;266533332;107664117
561937009288413186;266533332;193091435
561937009288413186;266533332;266533332
561937009288413186;266533332;209116125
561937009288413186;266533332;2288138575
561937009347162112;474398019;2932299777
561937009816911872;940905044;728257147
561937010739658752;459507249;2932299777
561937011964383232;633940769;385010168
561937013709221888;588574107;84427144
561937016339070977;305082993;274910331
561937016603283456;357270583;1643751528
561937016628457472;389660690;282339186
561937017907724289;568699546;2932299777
561937019082141696;392436866;2932299777
561937020134887425;2263298545;2932299777
561937020722089984;2353421615;596696214
561937021703573505;341906596;2932299777
561937022064283649;390299522;2890845057
561937022009753600;1860526760;374965444
561937022953455617;1530480258;2303994917
561937022999625728;811697677;158336392
561937023557451777;2279749464;2932299777
561937023905570816;75112661;247718617
561937024773799938;2604767756;2932299777
561937024761229312;186602988;151762240
561937025939812352;389247923;2932299777
561937026061459456;718070102;110832518
561937026061459456;718070102;108505438
561937026061459456;718070102;128262354
561937026363432960;50633810;19624913
561937028619980800;138244609;110832518
561937028619980800;138244609;108505438
561937028619980800;138244609;128262354
561937029731475458;2915207201;109641722
561937031350476801;2984336318;2932299777
561937031673425920;246380104;282339186
561937032688459776;2411062668;2932299777
561937034412298240;2457282685;2932299777
561937034609446912;2723765336;1545719215
561937034609446912;2723765336;404247722
561937034609446912;2723765336;2939303716
561937035456290816;412605621;282339186
561937035687362563;1583802980;2932299777
561937035603505152;302550561;110832518
561937035603505152;302550561;108505438
561937035603505152;302550561;128262354
561937037105057794;515900318;2932299777
561937037901987840;1407936260;1169147569
561937038174613504;2319596516;2932299777
561937039042822144;619393808;367081714
561937039244144640;1273781858;2932299777
561937040103976960;735475346;388562890
561937040355651586;2340815558;2932299777
561937041395818497;165112431;2932299777
561937042486345728;2984332112;2932299777
561937042448584707;1444272716;385907481
561937043555897344;482294547;2932299777
561937046768738304;2803993039;2406984714
561937046768738304;2803993039;1658881076
561937046768738304;2803993039;511307417
561937047611789312;774826789;2932299777
561937048752640001;590519907;2932299777
561937050107412480;2234786016;2932299777
561937050317103104;778575038;587060118
561937050157731841;228501514;2891229710
561937050157731841;228501514;18909241
561937051004973056;204738018;266641960
561937052829118464;2996621105;360612491
561937052829118464;2996621105;2288138575
561937053332803584;2950899822;132346487
561937054033260545;484158637;282339186
561937055190880256;51623873;130613344
561937057036378113;139965038;2932299777
561937057099309056;1593887964;1495153483
561937057099309056;1593887964;1593887964
561937057187393537;2265674121;614493724
561937057971724288;1491225978;158336392
561937057971724288;1491225978;927901370
561937061058723840;2660505722;2932299777
561937062010834944;235027983;2932299777
561937063004864512;975356430;2932299777
561937063252344832;752901073;2972937627
561937064011522048;637271409;2932299777
561937065202688000;1199231461;2932299777
561937065269813248;1347812438;266641960
561937066489937920;2736577341;2932299777
561937066632957953;228503627;1118254976
561937068079980544;983109752;820233512
561937071687073794;1257738642;274008249
561937074333708288;2225250601;2932299777
561937077538148352;2615245225;32342975
561937078444130305;2365202410;2932299777
561937080327340033;1260134977;34583416
561937080327340033;1260134977;2665873104
561937080327340033;1260134977;2410910904
561937082063806464;1255453933;110832518
561937082063806464;1255453933;108505438
561937082063806464;1255453933;128262354
561937082583879680;1107263984;2932299777
561937084735561728;262264206;17199998
561937084735561728;262264206;1361984828
561937087985774592;2970220365;2921983851
561937091211558912;822176071;244216968
561937094231486464;185752884;51933295
561937095229710336;2198476659;1643751528
561937096873897987;509686977;2858163287
561937096873897987;509686977;509686977
561937099130404864;2353421615;2695286646
561937102389379074;355694505;360612491
561937112854188033;142836523;38847643
561937122538848256;265042984;2905232597
561937122538848256;265042984;475813869
561937122534244353;124399699;32342975
561937122962448384;58962489;162106152
561937134521958401;2950899822;76931020
561937137827057664;78115869;137665754
561937141690023938;1401263341;150003563
561937147020967936;568555871;32342975
561937147616575489;1253934876;251976604
561937150061854720;304196810;72568036
561937152033161217;2534597758;1118254976
561937152712642561;559652449;356418358
561937161424228353;1000044306;464292560
561937163185836032;1074819481;1643751528
561937162552475648;559652449;1372486741
561937163512979456;294827292;266641960
561937164683190277;156954993;2983009864
561937167841517568;263666615;870576217
561937169955426304;137860342;110832518
561937169955426304;137860342;108505438
561937169955426304;137860342;128262354
561937170857197570;2322821389;1188867906
561937176381100034;335904364;2862765255
561937183276552192;26553533;162106152
561937194559213569;484259172;110832518
561937194559213569;484259172;108505438
561937194559213569;484259172;128262354
561937195704283136;1945900956;189919694
561937198808043520;2734285973;2981009296
561937201534361601;887331786;169057391
561937202444517377;305082993;945796344
561937203560210433;2433742164;2932299777
561937204348715008;1704738918;1011334784
561937204927557632;292673549;240396971
561937207477673988;75286878;330356318
561937207477673988;75286878;22111184
561937208098426880;317842100;1118254976
561937211038240768;246489247;576711722
561937211877523456;1400623430;1011334784
561937212917682177;630109879;169057391
561937213043527680;15454682;357852794
561937229153832960;819567102;343637147
561937229363552259;106487238;535707261
561937232056295424;371611098;282339186
561937244542750720;2782704159;2972937627
561937245067038720;2155683139;2437905878
561937247185149952;821729436;282339186
561937247185149952;821729436;742143
561937247185149952;821729436;26729931
561937249345224704;2648242027;182424625
561937249345224704;2648242027;355464109
561937249345224704;2648242027;28765485
561937250926481408;304444441;2743397519
561937250926481408;304444441;419008875
561937250926481408;304444441;158313996
561937254642638848;598733835;1643751528
561937254713933824;1458508753;2303994917
561937256425226240;966591973;360612491
561937264264347648;373048086;357852794
561937266009178112;1702581554;1920643885
561937266189549569;394766463;193714511
561937268156665856;2939943525;2303994917
561937270799101953;543033829;150832830
561937272224759808;1175646480;32342975
561937275085676544;215645696;166507237
561937280483749888;139113187;110832518
561937280483749888;139113187;108505438
561937280483749888;139113187;128262354
561937281632980992;2905918889;1431096187
561937283310694401;363469021;294923083
561937286557093888;1648766850;282339186
561937286557093888;1648766850;742143
561937286557093888;1648766850;26729931
561937289874800640;1011784472;171999332
561937289874800640;1011784472;419008875
561937290151600128;838124636;282339186
561937290948534272;1169147569;1407936260
561937290898194433;260161350;211258020
561937290898194433;260161350;260161350
561937297483264000;711062298;32342975
561937297353228288;198809916;473806007
561937297353228288;198809916;817988299
561937297353228288;198809916;322293374
561937301878874113;475737502;522561972
561937303426588674;887445775;68740712
561937303871168512;1654226694;587060118
561937303908913152;433690764;1011334784
561937304152199168;542134507;2980764200
561937306115145730;52662241;119410870
561937306115145730;52662241;329214596
561937307381792768;2905918889;1431096187
561937307667013635;398023600;2894524829
561937307667013635;398023600;355464109
561937307667013635;398023600;1095950304
561937307667013635;398023600;535707261
561937308707209216;171495770;2537953394
561937316269535232;317851057;1011334784
561937316470870016;191882208;32342975
561937317628506112;55353532;124172948
561937320346411008;564900140;322865971
561937325123731456;198227789;110832518
561937325123731456;198227789;108505438
561937325123731456;198227789;128262354
561937326918893568;1164300420;1372944158
561937326918893568;1164300420;209116125
561937327929688064;124287859;162106152
561937329640980480;62629844;122498057
561937338742632448;1115054214;282339186
561937340055441408;572289589;834361676
561937342987251713;83262039;1643751528
561937346564997123;1189205618;2797681043
561937347101863937;2623628361;41097292
561937351774339072;114475441;215707523
561937353452036096;917649822;263987702
561937356052516864;2367553938;12565412
561937357575028738;2811056188;2891229710
561937362138460166;891094944;290395312
561937363040227328;600521117;121385551
561937363652591616;2915026818;630817722
561937365200297984;305082993;274910331
561937365883953152;2741010401;505695707
561937367549108224;311623230;297924440
561937367549108224;311623230;311623230
561937367549108224;311623230;1361306642
561937367549108224;311623230;2829175049
561937367549108224;311623230;200625561
561937369281355776;2950223265;911051749
561937370371850240;2841372052;2932299777
561937377741254656;262864601;64052417
561937377741254656;262864601;53509023
561937378164887554;1704103212;357852794
561937379305738240;2207882192;317763986
561937379326689281;2538962154;171999332
561937379326689281;2538962154;419008875
561937379913895937;80655095;1262979763
561937379913895937;80655095;2502380949
561937379913895937;80655095;484351617
561937380085485570;1051492602;464292560
561937389707603968;1860526760;40652687
561937390504529921;965883048;265032980
561937391053963264;1380541609;2972937627
561937390936535040;354790265;557475319
561937391263707136;1967102130;367081714
561937391263707136;1967102130;279162588
561937400117878784;363469021;2587890974
561937405918187520;114219446;110832518
561937405918187520;114219446;108505438
561937405918187520;114219446;128262354
561937411618643968;2910720220;215707523
561937411744481281;406220103;121385551
561937413082468352;2390917964;32342975
561937415775207424;109573244;160568310
561937420753457152;156972652;169057391
561937421953409024;406120740;576711722
561937424985915392;1009270237;535707261
561937424985915392;1009270237;51128250
561937427850600450;1127089681;2220668318
561937429339590656;2999522411;2998495379
561937430186840064;3010354690;322615827
561937431826821123;559681416;266641960
561937432925704192;1304075827;32342975
561937433265446913;209075024;2966505850
561937433839689728;306783126;260788584
561937434129485825;745719589;404459059
561937434129485825;745719589;1457775000
561937444376166401;159242801;110832518
561937444376166401;159242801;108505438
561937444376166401;159242801;128262354
561937445064044545;156954993;2962050369
561937445064044545;156954993;2482179392
561937445680586753;2375778956;290395312
561937446343303168;278287008;834361676
561937450319101953;2789740725;1093213290
561937453914005504;2246976018;2695286646
561937456833265666;302256374;158336392
561937458456428544;2290639737;14436317
561937459186270209;787389038;1379690323
561937462927560704;44571497;353786894
561937462927560704;44571497;82322622
561937464689180674;1477941744;14898380
561937465410613248;337663460;266641960
561937467457409026;155622070;72864466
561937473019060225;815779548;1730153708
561937473207795712;97463587;10228272
561937475007152128;303249691;63544364
561937475955068928;18556155;68740712
561937475955068928;18556155;50982086
561937475955068928;18556155;2288138575
561937484326912001;124180350;41097292
561937490685493248;171999332;2538962154
561937490685493248;171999332;171999332
561937490685493248;171999332;419008875
561937492417724416;1532061614;130613344
561937493109800962;710550228;596696214
561937494330322944;313212803;169057391
561937497736105984;1098846319;3004950326
561937498176495617;2302142784;181561712
561937498696589313;952525652;357852794
561937499422195713;76303683;831353779
561937507580149760;329214596;119410870
561937510243532800;2526847789;408674962
561937510243532800;2526847789;158342368
561937512445509632;460540990;1616501376
561937512445509632;460540990;8434542
561937515620610049;2153730024;1223390282
561937524432855040;91612785;10228272
561937524592234496;93937403;1118254976
561937530640408576;358594119;1464047952
561937531651260417;2738351622;2475217146
561937531651260417;2738351622;250699652
561937533228314624;1419447944;19624913
561937536386600960;305316791;316565602
561937536386600960;305316791;317307369
561937537103831040;155622070;385907481
561937537481334786;259306481;1011334784
561937540161495041;2911720161;44571497
561937540161495041;2911720161;353786894
561937540161495041;2911720161;82322622
561937542736805890;101939964;779274990
561937542736805890;101939964;57473857
561937545274327040;295233342;2890845057
561937555818823680;495984234;466836267
561937556582174720;1339563205;49447769
561937556582174720;1339563205;43882274
561937567323803648;307552566;2890845057
561937567340568577;116271543;195028792
561937567340568577;116271543;2288138575
561937567340568577;116271543;116271543
561937567340568577;116271543;482389606
561937575276208128;2572033410;52289632
561937575292968961;531583397;2193881722
561937579759915008;1058629710;448970653
561937583656407041;1566886850;2239716770
561937584411406337;955221871;550660399
561937588391804929;1481547900;391376669
561937594280595458;257983484;550660399
561937595249475584;882231092;596696214
561937595505332226;363469021;776570053
561937595505332226;363469021;282339186
561937604476932097;243139600;41097292
561937607366823936;147126984;188586069
561937608134365185;408663726;1410021434
561937608134365185;408663726;187864310
561937616095150082;272017562;146587792
561937616095150082;272017562;784574954
561937618192306176;2799182742;2736343667
561937627843411968;53812677;99393769
561937627843411968;53812677;587704013
561937627843411968;53812677;92323891
561937627843411968;53812677;106088760
561937627843411968;53812677;192454758
561937627843411968;53812677;50314314
561937627843411968;53812677;700787807
561937631295315968;142455624;834361676
561937633556045824;1528625137;343637147
561937633849663490;341033469;473806007
561937633849663490;341033469;817988299
561937633849663490;341033469;322293374
561937634810155008;47402960;213106697
561937635976155137;2427117497;44571497
561937635976155137;2427117497;353786894
561937635976155137;2427117497;82322622
561937638182371328;732144444;2598162051
561937638337560579;140895959;223454548
561937639692320768;766115552;422936088
561937645795049472;1359232614;353903008
561937649200824320;2153730024;498722246
561937649200824320;2153730024;498722246
561937649200824320;2153730024;362586529
561937652803731457;2589981092;878598270
561937652803731457;2589981092;1606349791
561937653533532160;2781053816;2426067752
561937653533532160;2781053816;2781053816
561937654586281984;2996681802;14436030
561937654586281984;2996681802;245863642
561937658964738049;1054596762;229982838
561937659669774336;26881692;182424625
561937659669774336;26881692;28765485
561937662928756736;107734837;329214596
561937662928756736;107734837;119410870
561937663465635840;1157319997;343637147
561937664619077632;2306968441;121385551
561937664937844737;1202397546;10436842
561937664937844737;1202397546;158201610
561937665281757185;398190273;343637147
561937665613127680;2847268414;1645999657
561937667659534336;412605621;17199998
561937667659534336;412605621;1361984828
561937670474321920;2648242027;182424625
561937670474321920;2648242027;1423575085
561937670474321920;2648242027;355464109
561937670474321920;2648242027;28765485
561937675540635648;306783126;2432707060
561937678120534016;1596735660;330272042
561937682671362048;2808068123;921613332
561937683157889024;146496777;1031968106
561937683430514688;842213076;266641960
561937683552165888;1452589903;139481894
561937683753496576;532634272;121385551
561937683745099776;2972725061;2897056113
561937687368970242;324415519;591037750
561937687368970242;324415519;477907329
561937687327014915;607586456;445979226
561937688862162945;171328478;409626334
561937692540538880;169977633;2574187924
561937692540538880;169977633;2745880133
561937692540538880;169977633;227292069
561937692540538880;169977633;353029369
561937695799508993;373743350;326432200
561937695799508993;373743350;142716302
561937695799508993;373743350;239230636
561937695799508993;373743350;373743350
561937696189591554;2938296401;209116125
561937697296879616;75475146;834361676
561937703189893120;2349369094;1011334784
561937703823224834;438573146;295608887
561937710127255552;834322200;1118254976
561937715676348416;535707261;921613332
561937717966438400;613467817;63544364
561937719421849603;93979919;313104752
561937726107578368;1398475933;1118254976
561937731203637252;328666979;596696214
561937733678272512;2786306727;182836552
561937735175634944;301107824;385907481
561937737855799296;595160464;151762240
561937739378339840;479792300;516745723
561937747695644672;141161923;1011334784
561937748580642816;212906710;2172666264
561937752590385153;106079296;604271820
561937753173426176;377367838;791931967
561937753785782272;147126984;188586069
561937764007297025;227996647;535707261
561937764007297025;227996647;921613332
561937765169111042;2330473128;2777623719
561937771485745154;464292560;1000044306
561937775591968769;1629476682;290395312
561937775990435840;131340541;130613344
561937775805890560;2359602707;2897056113
561937775805890560;2359602707;372812630
561937776946737155;757222472;20381809
561937785847037952;1062091142;79287699
561937786287452163;2303994917;366035487
561937786287452163;2303994917;2868094280
561937787168239617;184485361;245085247
561937787168239617;184485361;2905232597
561937787629604865;487065503;1441180610
561937788472672256;173146859;2762609629
561937788472672256;173146859;182424625
561937789319929858;1672001156;63062178
561937789500272640;2897543133;945796344
561937791312232448;72124661;124172948
561937794940305408;468580801;158336392
561937796244705281;291327982;312963709
561937796630601729;144901148;284198277
561937796630601729;144901148;121183700
561937797637218304;2477526562;193714511
561937799730167808;1938432752;2329532775
561937799730167808;1938432752;234784553
561937801584054272;849531830;831353779
561937803383414784;854644309;121385551
561937805040185344;1362570866;32342975
561937807745507329;1711328527;447140986
561937809494540291;381018032;113842072
561937812938043392;2880143134;88954535
561937820278071296;361557208;209179469
561937822584942593;141367431;110832518
561937822584942593;141367431;108505438
561937822584942593;141367431;128262354
561937823839051777;1187730198;175440230
561937824069718018;119844768;99625572
561937824367513600;371961835;343637147
561937833385295872;479792300;516745723
561937835838935041;173146859;2762609629
561937839756427264;1449459912;466836267
561937839739645952;113295870;72568036
561937839844495360;187682695;353903008
561937841874567168;212906710;2172666264
561937842927325185;1199484181;371483823
561937843610992640;632063458;330272042
561937845318062081;103855669;138018060
561937845318062081;103855669;282339186
561937846094024705;475750224;282339186
561937846253420544;2318054410;2891229710
561937848212144128;2970800339;130613344
561937849071964160;1213187628;18909241
561937850179268608;181352917;535707261
561937850179268608;181352917;921613332
561937853618585600;139481894;1690704888
561937855032074240;278705916;462891676
561937855032074240;278705916;19028805
561937855032074240;278705916;108994652
561937857045344257;493976601;10228272
561937859423502337;2962445097;290395312
561937863093542913;570732995;461370816
561937863089340417;2987281179;2177008943
561937866084061185;2190491198;519330336
561937869074624512;308118166;158336392
561937869733101568;2579896665;159119360
561937869733101568;2579896665;2288138575
561937869733101568;2579896665;3005765446
561937880411799552;609501523;1118254976
561937885591764994;87266285;321765070
561937887638585345;878939911;187367043
561937887638585345;878939911;89504007
561937887638585345;878939911;130563392
561937891807752193;123841404;2860250000
561937891996499969;408551247;329214596
561937891996499969;408551247;119410870
561937896266280960;140471872;1118254976
561937896694116352;252772160;1011334784
561937897155465216;1110051114;121385551
561937899672068098;1012044181;2247066674
561937900963889152;480480487;550660399
561937902834573312;302551997;434245117
561937904575184896;220170163;2440703312
561937905187586048;131298232;32342975
561937912213032960;262377673;550660399
561937914469568512;477768396;259936595
561937914469568512;477768396;19028805
561937914469568512;477768396;108994652
561937914469568512;477768396;246257746
561937914469568512;477768396;15180395
561937914637336577;514036388;19624913
561937921272741888;940365433;2784528231
561937921272741888;940365433;374115730
561937922254200834;519330336;2190491198
561937922254200834;519330336;519330336
561937924275851265;1090293098;587060118
561937924082917376;292539295;356257786
561937925664165889;2842661824;535707261
561937925664165889;2842661824;921613332
561937927744540674;745180717;197863865
561937928092651521;1385708911;360612491
561937935516581888;371611098;551692364
561937936976203776;324607123;401017198
561937937638916096;442122395;2783609884
561937938683265025;298551084;16492068
561937938683265025;298551084;142567423
561937940478455808;766358203;32342975
561937941443149824;1320426457;1645999657
561937949240352768;3001682006;2826585796
561937951555588096;2984342817;412052615
561937952558043136;300997659;1217534701
561937953296220160;703096091;866530244
561937956538417152;3003376257;284198277
561937956538417152;3003376257;121183700
561937956764917760;2993270320;38640768
561937957972885504;327435976;2433060320
561937957972885504;327435976;371412771
561937958694309888;241098186;38847643
561937959835144192;247718617;324426763
561937961881968641;278596230;121385551
561937969729503233;2780621517;3525501
561937972082540545;2474955097;130613344
561937971776323584;727911104;290395312
561937973126909952;300423075;551692364
561937973194006531;2425297850;988861765
561937980336930816;2970079115;266637594
561937980336930816;2970079115;2288138575
561937980865396738;389824665;1363176307
561937980865396738;389824665;101768136
561937981901402112;186401848;1373434214
561937981901402112;186401848;186401848
561937981901402112;186401848;20816312
561937985336524800;2683257783;2176631151
561937985932115969;482224922;226119472
561937987366567936;1577382072;785358595
561937990139002881;1626578238;622170004
561937990269034497;471494171;2172666264
561937994073260033;207945739;1441180610
561937995025383424;1657529550;282339186
561937996338171906;381018032;113842072
561937997126705152;108567595;138591691
561937997126705152;108567595;342363193
561938001262301184;471494171;2172666264
561938001534914560;370588672;2288138575
561938002667397120;514492216;522561972
561938009822883842;1075712179;1077966559
561938009822883842;1075712179;313679163
561938009822883842;1075712179;734024533
561938009822883842;1075712179;1072689012
561938016605057025;275614109;512256841
561938022439346177;2729447397;1390467966
561938028550430720;2389395988;19028805
561938028550430720;2389395988;2854941034
561938035450073089;325692142;1081520538
561938035655593984;169550797;97078109
561938039237533696;339321863;3004950326
561938040353218560;1897736690;266641960
561938040483237888;292539295;466836267
561938040634220544;54720880;834361676
561938043792158722;2786049878;2245648737
561938043792158722;2786049878;225080928
561938043792158722;2786049878;243624015
561938044815941633;2465309001;88954535
561938046170718210;1918291315;887445775
561938046170718210;1918291315;268470229
561938046170718210;1918291315;603884167
561938049165430785;430671161;282339186
561938049165430785;430671161;742143
561938049165430785;430671161;26729931
561938052021760001;2393239400;2843957924
561938058774593536;381018032;113842072
561938061677039616;766115552;422936088
561938071076483072;549598040;130613344
561938073714692096;315086973;343637147
561938076453597184;2324175076;743580476
561938076453597184;2324175076;2714508129
561938077027819520;261735065;127173159
561938078898876417;278451944;257332880
561938082220736512;1431096187;90558638
561938084041093123;477768396;312963709
561938084036886528;1241407980;76701961
561938084036886528;1241407980;271567977
561938084984807424;552185356;823905
561938088126341120;263424709;251454347
561938091855060994;2874273803;1416349142
561938100809912320;222228385;14436030
561938101778808832;981150289;535707261
561938101778808832;981150289;921613332
561938103884341248;381018032;113842072
561938107327864832;863941782;97452391
561938112843350016;734024533;1075712179
561938112843350016;734024533;1077966559
561938112843350016;734024533;313679163
561938112843350016;734024533;1072689012
561938113170526208;118809132;49849732
561938113195683840;118809132;49849732
561938114722414593;620473845;1629980630
561938121852719105;885511699;175440230
561938123526266880;2176280765;1330200259
561938123526266880;2176280765;2360050392
561938123526266880;2176280765;1316210269
561938123526266880;2176280765;1867572229
561938128798498816;145269089;80905222
561938128798498816;145269089;239471570
561938129276641281;1704738918;1011334784
561938130543333377;2969022347;2991418306
561938130916622336;2617745094;2695286646
561938138650906625;381018032;113842072
561938141196865537;609303891;121385551
561938142341910529;2166865370;350490309
561938142341910529;2166865370;2172666264
561938144107712512;257623676;251454347
561938145047228416;91852718;1431096187
561938145047228416;91852718;90558638
561938145701548032;2644356699;962712038
561938150151294977;150397339;571791841
561938155537203200;139481894;1452589903
561938155537203200;139481894;139481894
561938157332365313;2423948292;464292560
561938158099918849;300423075;708806238
561938163388907520;300427444;2303994917
561938163913224194;2369175018;1645999657
561938172607991808;463613426;70390438
561938172524118016;751882436;159119360
561938172524118016;751882436;2288138575
561938172524118016;751882436;3005765446
561938172935172097;148849076;32342975
561938175212662784;482289177;2762609629
561938175997018114;366035487;2303994917
561938176554860544;475261363;367081714
561938176554860544;475261363;279162588
561938177288839168;2874462148;182424625
561938181021773824;400814592;199570626
561938181021773824;400814592;463304743
561938180707213313;1972858326;1781193487
561938181336367104;138473860;110832518
561938181336367104;138473860;108505438
561938181336367104;138473860;128262354
561938189813035008;250663332;368889720
561938192145055745;294066751;8648522
561938194800070657;170487677;87266285
561938194800070657;170487677;321765070
561938196863676417;381018032;113842072
561938198193270784;865691886;19624913
561938201011437568;539872718;343637147
561938201339002880;962635038;32342975
561938201775190016;965883048;41097292
561938202874089472;123019555;544695867
561938202874089472;123019555;269242818
561938203402588160;634784624;175336986
561938207957585920;1742547186;2990889983
561938213275987969;1629476682;290395312
561938213951246336;259178731;282339186
561938215566053378;315871414;139481894
561938215968710656;255233652;509247869
561938215968710656;255233652;255233652
561938216409133057;1012044181;385907481
561938224659329024;1640049788;1319390838
561938227473711106;171026025;329214596
561938227473711106;171026025;119410870
561938235161862145;2786049878;2245648737
561938235161862145;2786049878;225080928
561938235161862145;2786049878;243624015
561938235031830528;1376881274;704994481
561938235031830528;1376881274;1376881274
561938243823108096;2216236000;158336392
561938244427067392;2985808403;495191901
561938244427067392;2985808403;553510858
561938244309643264;716665617;2168281285
561938244309643264;716665617;2392706936
561938245408555008;2502008372;1952824308
561938245408555008;2502008372;2502008372
561938246838804480;460540990;1616501376
561938246838804480;460540990;8434542
561938247082057729;72679314;1373434214
561938247082057729;72679314;186401848
561938247082057729;72679314;20816312
561938252400443393;162991752;208489805
561938254635991043;2523483102;1007487240
561938256695406592;187855715;2605816448
561938256695406592;187855715;20509689
561938262609387521;717730869;1157833406
561938266975657984;1407936260;1169147569
561938267550253056;794440616;150397339
561938267550253056;794440616;571791841
561938271690047488;343296251;453271465
561938271690047488;343296251;934175066
561938272977698817;599096820;155304314
561938274152103936;377625263;1031968106
561938275930484737;1140780097;442122395
561938277390098432;269284999;508547625
561938277545312256;434420408;2172666264
561938281177546753;2811669236;1319390838
561938286735003648;176254122;2989453252
561938288257138688;2218694166;629457641
561938290103033856;434420408;2172666264
561938290777944064;1180211196;2218694166
561938290777944064;1180211196;629457641
561938292677943296;705164725;2218694166
